message,label
Get free recharge using this code.,spam
अपना KYC अपडेट करें वरना खाता बंद हो जाएगा।,fraud
मम्मी ने दवाई लाने को कहा है।,ham
আপনার ব্যাঙ্ক অ্যাকাউন্ট ঝুঁকির মধ্যে রয়েছে। এখনই যাচাই করুন।,fraud
Final warning: Your card will be blocked. Act now.,fraud
"সীমিত সময়ের অফার, মিস করবেন না!",spam
क्लास कब खत्म होगी?,ham
"সীমিত সময়ের অফার, মিস করবেন না!",spam
আমার সাথে একটু দেখা করবি?,ham
বিনামূল্যে ফোন জিতুন! লিঙ্কে ক্লিক করুন।,scam
দয়া করে আপনার KYC আপডেট করুন।,fraud
Call me when you're done.,ham
"সীমিত সময়ের অফার, মিস করবেন না!",spam
अपना KYC अपडेट करें वरना खाता बंद हो जाएगा।,fraud
आपका एटीएम कार्ड बंद किया जा सकता है।,fraud
"आपने ₹1,00,000 की लॉटरी जीती है!",scam
Are you free for dinner tonight?,ham
আপনার ব্যাঙ্ক অ্যাকাউন্ট ঝুঁকির মধ্যে রয়েছে। এখনই যাচাই করুন।,fraud
Final warning: Your card will be blocked. Act now.,fraud
इस कोड से फ्री रिचार्ज पाएं।,spam
आपका एटीएम कार्ड बंद किया जा सकता है।,fraud
Final warning: Your card will be blocked. Act now.,fraud
বিনামূল্যে ফোন জিতুন! লিঙ্কে ক্লিক করুন।,scam
বিনামূল্যে ফোন জিতুন! লিঙ্কে ক্লিক করুন।,scam
Are you free for dinner tonight?,ham
"आपका बैंक खाता असुरक्षित है, अभी सत्यापित करें।",fraud
আমার সাথে একটু দেখা করবি?,ham
"আপনি ₹১,০০,০০০ জিতেছেন! এখনই দাবি করুন!",scam
"आपने ₹1,00,000 की लॉटरी जीती है!",scam
Hurry! Limited-time offer on electronics.,spam
আজ সন্ধ্যায় সিনেমা দেখতে যাবো?,ham
क्या आज मिल सकते हैं?,ham
Get free recharge using this code.,spam
"সীমিত সময়ের অফার, মিস করবেন না!",spam
Don't forget the meeting at 5 PM.,ham
আপনার কার্ড বন্ধ হয়ে যাবে। অবিলম্বে কাজ করুন।,fraud
আজ সন্ধ্যায় সিনেমা দেখতে যাবো?,ham
जूते पर 60% की छूट!,spam
Get a free iPhone now by clicking this link!,scam
"আপনি ₹১,০০,০০০ জিতেছেন! এখনই দাবি করুন!",scam
Final warning: Your card will be blocked. Act now.,fraud
इस कोड से फ्री रिचार्ज पाएं।,spam
৬০% ছাড়ে জুতো! এখনই অর্ডার করুন।,spam
Get a free iPhone now by clicking this link!,scam
आपका एटीएम कार्ड बंद किया जा सकता है।,fraud
यह ऑफर सीमित समय के लिए है।,spam
এই কোডটি ব্যবহার করে রিচার্জ করুন।,spam
এই কোডটি ব্যবহার করে রিচার্জ করুন।,spam
यह ऑफर सीमित समय के लिए है।,spam
"You've won a lottery of ₹1,00,000. Claim now!",scam
ক্লাস কখন শেষ হবে?,ham
"সীমিত সময়ের অফার, মিস করবেন না!",spam
৬০% ছাড়ে জুতো! এখনই অর্ডার করুন।,spam
Are you free for dinner tonight?,ham
দয়া করে আপনার KYC আপডেট করুন।,fraud
বিনামূল্যে ফোন জিতুন! লিঙ্কে ক্লিক করুন।,scam
"एक नया फोन जीतने का मौका, अभी क्लिक करें।",scam
Don't forget the meeting at 5 PM.,ham
क्या आज मिल सकते हैं?,ham
আজ সন্ধ্যায় সিনেমা দেখতে যাবো?,ham
क्या आज मिल सकते हैं?,ham
আজ সন্ধ্যায় সিনেমা দেখতে যাবো?,ham
"সীমিত সময়ের অফার, মিস করবেন না!",spam
Are you free for dinner tonight?,ham
क्लास कब खत्म होगी?,ham
ক্লাস কখন শেষ হবে?,ham
আমার সাথে একটু দেখা করবি?,ham
আপনার ব্যাঙ্ক অ্যাকাউন্ট ঝুঁকির মধ্যে রয়েছে। এখনই যাচাই করুন।,fraud
क्लास कब खत्म होगी?,ham
